Name,Education Qualification,Gender,Community,Religion,Exservice-men,Disability,Sports,Annual-Percentage,Income,India,Outcome
Scholarship Scheme 2429,Undergraduate,Male,ST,Christian,Yes,Yes,Yes,70.13,Low,Yes,0
Scholarship Scheme 2430,Doctorate,Male,SC,Hindu,No,Yes,Yes,73.49,Medium,Yes,1
Scholarship Scheme 2431,High School,All,ST,Sikh,No,Yes,No,94.68,Low,Yes,0
Scholarship Scheme 2432,High School,All,OBC,Sikh,Yes,Yes,No,77.94,Medium,Yes,1
Scholarship Scheme 2433,Postgraduate,Male,OBC,Hindu,No,No,No,64.58,Medium,Yes,0
Scholarship Scheme 2434,Doctorate,Female,OBC,Muslim,No,Yes,Yes,87.06,High,Yes,0
Scholarship Scheme 2435,Postgraduate,Male,ST,Sikh,Yes,Yes,No,75.24,High,Yes,0
Scholarship Scheme 2436,High School,Male,ST,Hindu,No,No,No,58.09,Medium,Yes,0
Scholarship Scheme 2437,Postgraduate,Female,General,Sikh,No,Yes,Yes,78.78,Medium,Yes,1
Scholarship Scheme 2438,Doctorate,Female,SC,Christian,Yes,No,Yes,95.48,Medium,Yes,1
Scholarship Scheme 2439,Doctorate,All,ST,Sikh,No,Yes,No,92.05,High,Yes,0
Scholarship Scheme 2440,Doctorate,All,General,Hindu,Yes,Yes,Yes,79.28,Low,Yes,1
Scholarship Scheme 2441,Undergraduate,Male,ST,Sikh,No,Yes,No,68.82,Medium,Yes,0
Scholarship Scheme 2442,Postgraduate,Female,General,Christian,No,Yes,Yes,54.34,High,Yes,1
Scholarship Scheme 2443,High School,All,General,Christian,Yes,No,Yes,73.44,Low,Yes,1
Scholarship Scheme 2444,High School,Male,SC,Sikh,Yes,Yes,No,87.53,High,Yes,0
Scholarship Scheme 2445,High School,Female,ST,Sikh,No,No,Yes,67.98,Low,Yes,0
Scholarship Scheme 2446,Undergraduate,Male,General,Christian,Yes,No,Yes,61.75,High,Yes,1
Scholarship Scheme 2447,Undergraduate,All,OBC,Christian,Yes,No,Yes,96.48,Low,Yes,0
Scholarship Scheme 2448,Doctorate,All,OBC,Muslim,No,Yes,No,91.0,Medium,Yes,1
Scholarship Scheme 2449,High School,Female,OBC,Muslim,Yes,No,No,81.85,High,Yes,1
Scholarship Scheme 2450,Undergraduate,Male,SC,Christian,No,No,No,56.83,Low,Yes,1
Scholarship Scheme 2451,Doctorate,Female,General,Sikh,No,No,Yes,57.23,Low,Yes,0
Scholarship Scheme 2452,High School,All,SC,Hindu,Yes,Yes,Yes,55.15,Low,Yes,0
Scholarship Scheme 2453,Postgraduate,All,ST,Sikh,No,Yes,Yes,80.75,Medium,Yes,0
Scholarship Scheme 2454,Doctorate,Male,ST,Sikh,Yes,No,Yes,55.77,High,Yes,0
Scholarship Scheme 2455,Undergraduate,Male,General,Muslim,No,No,No,92.05,Low,Yes,0
Scholarship Scheme 2456,Undergraduate,Male,OBC,Muslim,Yes,Yes,No,99.55,Medium,Yes,1
Scholarship Scheme 2457,Doctorate,Female,General,Muslim,Yes,No,Yes,68.28,Medium,Yes,0
Scholarship Scheme 2458,Doctorate,Male,General,Christian,No,No,No,72.64,Medium,Yes,1
Scholarship Scheme 2459,Undergraduate,Male,General,Christian,Yes,No,No,85.51,Medium,Yes,1
Scholarship Scheme 2460,Postgraduate,All,SC,Sikh,Yes,Yes,No,96.76,Medium,Yes,1
Scholarship Scheme 2461,High School,All,ST,Sikh,Yes,No,Yes,94.62,Medium,Yes,0
Scholarship Scheme 2462,Postgraduate,Male,General,Hindu,No,No,No,52.87,Medium,Yes,0
Scholarship Scheme 2463,Doctorate,Male,General,Sikh,No,Yes,No,58.44,High,Yes,0
Scholarship Scheme 2464,Postgraduate,All,General,Sikh,Yes,No,No,87.65,High,Yes,1
Scholarship Scheme 2465,Undergraduate,Male,SC,Muslim,Yes,Yes,No,84.38,Medium,Yes,1
Scholarship Scheme 2466,Doctorate,Female,SC,Muslim,No,Yes,No,56.65,Low,Yes,0
Scholarship Scheme 2467,High School,Female,SC,Muslim,No,Yes,Yes,75.05,Low,Yes,0
Scholarship Scheme 2468,Undergraduate,Female,General,Muslim,No,No,No,88.96,Low,Yes,0
Scholarship Scheme 2469,Undergraduate,Male,OBC,Muslim,Yes,No,No,60.92,Medium,Yes,0
Scholarship Scheme 2470,High School,All,OBC,Hindu,No,No,Yes,93.48,Low,Yes,1
Scholarship Scheme 2471,High School,Male,OBC,Hindu,Yes,No,No,52.64,High,Yes,1
Scholarship Scheme 2472,Postgraduate,Male,ST,Hindu,No,No,Yes,89.03,High,Yes,1
Scholarship Scheme 2473,Doctorate,All,General,Muslim,Yes,No,Yes,80.73,High,Yes,1
Scholarship Scheme 2474,High School,All,OBC,Christian,No,No,Yes,65.73,High,Yes,0
Scholarship Scheme 2475,High School,All,OBC,Muslim,Yes,No,Yes,85.97,Medium,Yes,0
Scholarship Scheme 2476,Doctorate,Female,OBC,Muslim,No,Yes,No,89.04,High,Yes,1
Scholarship Scheme 2477,High School,Male,General,Hindu,No,No,No,96.6,Low,Yes,1
Scholarship Scheme 2478,High School,All,OBC,Muslim,Yes,No,Yes,68.35,Low,Yes,0
Scholarship Scheme 2479,Postgraduate,Male,OBC,Hindu,No,Yes,No,84.23,High,Yes,0
Scholarship Scheme 2480,Undergraduate,Female,General,Muslim,No,No,Yes,80.07,High,Yes,0
Scholarship Scheme 2481,Undergraduate,Female,ST,Sikh,No,Yes,No,76.21,High,Yes,1
Scholarship Scheme 2482,Undergraduate,All,SC,Christian,No,No,No,94.43,Low,Yes,0
Scholarship Scheme 2483,Undergraduate,All,OBC,Christian,Yes,No,Yes,50.16,Low,Yes,1
Scholarship Scheme 2484,High School,Male,SC,Hindu,Yes,Yes,No,64.08,High,Yes,0
Scholarship Scheme 2485,Doctorate,All,ST,Sikh,No,Yes,Yes,76.86,Low,Yes,1
Scholarship Scheme 2486,Doctorate,Male,ST,Christian,Yes,No,No,58.9,Low,Yes,0
Scholarship Scheme 2487,Postgraduate,All,OBC,Hindu,Yes,Yes,No,95.3,Medium,Yes,0
Scholarship Scheme 2488,Postgraduate,Male,General,Muslim,Yes,No,No,82.31,High,Yes,0
Scholarship Scheme 2489,High School,Male,ST,Muslim,Yes,No,Yes,73.85,High,Yes,0
Scholarship Scheme 2490,Doctorate,Male,SC,Sikh,Yes,No,Yes,90.65,Medium,Yes,1
Scholarship Scheme 2491,Doctorate,Male,SC,Christian,No,No,Yes,72.5,Medium,Yes,1
Scholarship Scheme 2492,Undergraduate,Female,SC,Muslim,Yes,No,No,77.88,Low,Yes,0
Scholarship Scheme 2493,High School,Male,SC,Hindu,No,No,Yes,50.14,Medium,Yes,0
Scholarship Scheme 2494,High School,All,ST,Muslim,Yes,Yes,Yes,68.25,High,Yes,0
Scholarship Scheme 2495,Undergraduate,Female,OBC,Muslim,No,Yes,Yes,56.93,High,Yes,1
Scholarship Scheme 2496,High School,Female,OBC,Christian,No,Yes,No,84.42,High,Yes,0
Scholarship Scheme 2497,High School,Male,SC,Christian,No,No,No,73.9,Low,Yes,1
Scholarship Scheme 2498,Postgraduate,Female,OBC,Hindu,Yes,Yes,No,65.06,Low,Yes,0
Scholarship Scheme 2499,Doctorate,Male,SC,Sikh,Yes,No,No,73.34,High,Yes,0
Scholarship Scheme 2500,High School,All,SC,Sikh,No,Yes,Yes,60.46,High,Yes,0
Scholarship Scheme 2501,Postgraduate,Male,General,Muslim,No,No,No,96.16,Low,Yes,0
Scholarship Scheme 2502,Doctorate,Female,ST,Hindu,Yes,No,Yes,52.69,Low,Yes,0
Scholarship Scheme 2503,Undergraduate,All,ST,Sikh,Yes,No,No,93.18,Medium,Yes,0
Scholarship Scheme 2504,Postgraduate,Male,SC,Sikh,No,No,Yes,75.52,Low,Yes,0
Scholarship Scheme 2505,Postgraduate,All,ST,Muslim,Yes,No,Yes,80.89,Low,Yes,1
Scholarship Scheme 2506,Doctorate,All,OBC,Hindu,Yes,Yes,No,65.1,High,Yes,0
Scholarship Scheme 2507,Undergraduate,Female,SC,Sikh,Yes,No,Yes,98.24,High,Yes,0
Scholarship Scheme 2508,Postgraduate,All,General,Christian,Yes,Yes,Yes,64.06,High,Yes,1
Scholarship Scheme 2509,High School,Female,OBC,Christian,Yes,No,Yes,79.39,Medium,Yes,1
Scholarship Scheme 2510,High School,All,General,Muslim,Yes,No,Yes,99.57,Low,Yes,0
Scholarship Scheme 2511,High School,Male,General,Muslim,No,No,No,93.97,Medium,Yes,1
Scholarship Scheme 2512,Undergraduate,All,ST,Muslim,No,Yes,No,76.76,Low,Yes,1
Scholarship Scheme 2513,Postgraduate,Male,ST,Muslim,No,No,Yes,99.42,Low,Yes,1
Scholarship Scheme 2514,High School,Male,SC,Sikh,No,Yes,No,85.0,High,Yes,0
Scholarship Scheme 2515,Undergraduate,All,ST,Hindu,No,No,Yes,60.41,Low,Yes,1
Scholarship Scheme 2516,High School,Male,General,Muslim,No,Yes,Yes,70.24,Medium,Yes,0
Scholarship Scheme 2517,Doctorate,All,General,Muslim,Yes,Yes,No,66.69,High,Yes,0
Scholarship Scheme 2518,Postgraduate,All,OBC,Sikh,Yes,Yes,Yes,67.17,Medium,Yes,0
Scholarship Scheme 2519,Postgraduate,Male,General,Muslim,No,No,No,87.95,Medium,Yes,0
Scholarship Scheme 2520,Undergraduate,Male,SC,Muslim,No,No,Yes,79.15,High,Yes,1
Scholarship Scheme 2521,Undergraduate,Female,SC,Hindu,No,Yes,No,51.9,Low,Yes,0
Scholarship Scheme 2522,Postgraduate,Male,ST,Christian,Yes,No,No,93.78,Medium,Yes,0
Scholarship Scheme 2523,High School,Female,ST,Muslim,Yes,No,Yes,64.81,Low,Yes,0
Scholarship Scheme 2524,High School,Male,ST,Sikh,Yes,No,No,99.75,High,Yes,0
Scholarship Scheme 2525,Doctorate,All,SC,Hindu,Yes,Yes,Yes,97.61,Low,Yes,0
Scholarship Scheme 2526,High School,Male,General,Sikh,No,Yes,No,96.93,Low,Yes,0
Scholarship Scheme 2527,Undergraduate,All,ST,Hindu,No,No,Yes,90.48,High,Yes,0
Scholarship Scheme 2528,Undergraduate,All,OBC,Hindu,No,Yes,No,61.01,Low,Yes,0
Scholarship Scheme 2529,High School,All,ST,Muslim,No,No,No,76.58,Medium,Yes,0
Scholarship Scheme 2530,Undergraduate,Female,SC,Muslim,Yes,No,No,61.19,Medium,Yes,1
Scholarship Scheme 2531,Postgraduate,Male,ST,Muslim,Yes,Yes,Yes,62.96,Medium,Yes,0
Scholarship Scheme 2532,Postgraduate,All,General,Christian,No,Yes,No,80.49,Low,Yes,0
Scholarship Scheme 2533,High School,All,ST,Christian,Yes,No,Yes,52.04,Medium,Yes,0
Scholarship Scheme 2534,Postgraduate,Female,SC,Sikh,Yes,No,No,98.38,Low,Yes,0
Scholarship Scheme 2535,Postgraduate,Male,SC,Muslim,Yes,No,No,95.84,Low,Yes,0
Scholarship Scheme 2536,Doctorate,Male,OBC,Christian,Yes,Yes,Yes,69.0,Low,Yes,1
Scholarship Scheme 2537,Doctorate,Female,SC,Muslim,No,Yes,No,75.72,Low,Yes,1
Scholarship Scheme 2538,Postgraduate,Female,OBC,Christian,Yes,No,Yes,73.26,High,Yes,1
Scholarship Scheme 2539,High School,Male,General,Christian,No,No,Yes,94.02,Medium,Yes,0
Scholarship Scheme 2540,Doctorate,Female,SC,Hindu,Yes,Yes,Yes,84.36,Medium,Yes,0
Scholarship Scheme 2541,Undergraduate,Male,ST,Muslim,Yes,No,Yes,63.88,Low,Yes,0
Scholarship Scheme 2542,Undergraduate,Male,General,Muslim,No,Yes,Yes,72.3,High,Yes,1
Scholarship Scheme 2543,Undergraduate,All,ST,Christian,No,Yes,No,71.41,Low,Yes,1
Scholarship Scheme 2544,High School,All,ST,Muslim,Yes,No,Yes,97.87,Medium,Yes,0
Scholarship Scheme 2545,Postgraduate,Male,ST,Christian,Yes,No,No,58.75,Medium,Yes,0
Scholarship Scheme 2546,Undergraduate,Male,General,Muslim,No,Yes,Yes,54.47,High,Yes,0
Scholarship Scheme 2547,High School,Male,General,Hindu,Yes,No,Yes,93.94,Low,Yes,0
Scholarship Scheme 2548,Doctorate,Male,SC,Muslim,Yes,Yes,No,94.74,High,Yes,1
Scholarship Scheme 2549,Postgraduate,Male,ST,Hindu,No,Yes,No,93.5,Low,Yes,0
Scholarship Scheme 2550,Doctorate,Male,OBC,Sikh,Yes,Yes,Yes,75.5,High,Yes,0
Scholarship Scheme 2551,High School,Female,SC,Muslim,Yes,No,Yes,82.92,Medium,Yes,1
Scholarship Scheme 2552,Undergraduate,Male,General,Muslim,Yes,No,No,78.11,High,Yes,0
Scholarship Scheme 2553,Undergraduate,Female,OBC,Muslim,Yes,No,No,53.47,Medium,Yes,0
Scholarship Scheme 2554,High School,Female,General,Hindu,Yes,Yes,Yes,79.73,Medium,Yes,0
Scholarship Scheme 2555,Undergraduate,Male,OBC,Muslim,No,Yes,Yes,50.68,Low,Yes,0
Scholarship Scheme 2556,Postgraduate,Male,SC,Muslim,Yes,Yes,Yes,66.22,High,Yes,0
Scholarship Scheme 2557,High School,Female,OBC,Christian,No,Yes,No,96.52,High,Yes,0
Scholarship Scheme 2558,Doctorate,Female,SC,Sikh,No,No,Yes,65.17,High,Yes,1
Scholarship Scheme 2559,High School,Male,General,Hindu,Yes,No,No,96.9,High,Yes,1
Scholarship Scheme 2560,Postgraduate,Male,OBC,Christian,No,No,No,62.48,Low,Yes,0
Scholarship Scheme 2561,Postgraduate,Female,ST,Hindu,Yes,Yes,Yes,65.7,Low,Yes,1
Scholarship Scheme 2562,High School,Female,ST,Christian,No,Yes,Yes,81.36,Low,Yes,0
Scholarship Scheme 2563,High School,Female,General,Sikh,No,No,No,88.01,Medium,Yes,1
Scholarship Scheme 2564,Undergraduate,All,OBC,Christian,No,Yes,Yes,75.02,Medium,Yes,0
Scholarship Scheme 2565,Postgraduate,Female,ST,Hindu,Yes,No,Yes,94.02,Medium,Yes,0
Scholarship Scheme 2566,High School,All,SC,Muslim,No,Yes,No,52.01,Low,Yes,0
Scholarship Scheme 2567,High School,Male,OBC,Muslim,No,Yes,Yes,96.02,Medium,Yes,0
Scholarship Scheme 2568,Postgraduate,Male,OBC,Sikh,No,Yes,No,59.8,High,Yes,1
Scholarship Scheme 2569,High School,Female,ST,Hindu,Yes,Yes,No,94.12,Medium,Yes,0
Scholarship Scheme 2570,Undergraduate,Male,SC,Hindu,Yes,Yes,Yes,70.0,Low,Yes,0
Scholarship Scheme 2571,Postgraduate,Male,SC,Hindu,No,No,No,91.55,Low,Yes,0
Scholarship Scheme 2572,Undergraduate,Male,SC,Sikh,No,No,No,83.52,Low,Yes,0
Scholarship Scheme 2573,Undergraduate,Male,OBC,Muslim,No,No,Yes,58.78,Low,Yes,1
Scholarship Scheme 2574,Undergraduate,All,General,Christian,No,Yes,No,95.81,High,Yes,1
Scholarship Scheme 2575,Undergraduate,All,OBC,Sikh,Yes,No,Yes,62.25,Medium,Yes,0
Scholarship Scheme 2576,Postgraduate,Female,OBC,Christian,Yes,No,No,62.18,Medium,Yes,0
Scholarship Scheme 2577,Undergraduate,Female,ST,Muslim,Yes,Yes,No,90.63,Low,Yes,0
Scholarship Scheme 2578,Undergraduate,Female,General,Sikh,No,Yes,No,55.28,Medium,Yes,0
Scholarship Scheme 2579,High School,Male,SC,Muslim,Yes,No,No,61.08,High,Yes,0
Scholarship Scheme 2580,Postgraduate,Male,ST,Christian,No,No,No,75.13,Low,Yes,0
Scholarship Scheme 2581,Postgraduate,All,OBC,Hindu,No,No,No,91.44,Medium,Yes,1
Scholarship Scheme 2582,Doctorate,All,General,Hindu,No,No,No,57.36,Medium,Yes,0
Scholarship Scheme 2583,Postgraduate,Female,SC,Christian,Yes,No,Yes,77.33,Medium,Yes,0
Scholarship Scheme 2584,Postgraduate,All,SC,Hindu,No,Yes,No,85.49,Medium,Yes,0
Scholarship Scheme 2585,Doctorate,All,OBC,Christian,Yes,No,Yes,92.94,Low,Yes,1
Scholarship Scheme 2586,Postgraduate,All,SC,Sikh,No,No,No,96.68,Low,Yes,0
Scholarship Scheme 2587,Postgraduate,All,SC,Sikh,Yes,No,No,89.15,High,Yes,0
Scholarship Scheme 2588,Postgraduate,All,General,Sikh,No,No,Yes,82.58,Low,Yes,0
Scholarship Scheme 2589,Postgraduate,Female,ST,Hindu,Yes,No,Yes,71.64,Medium,Yes,0
Scholarship Scheme 2590,Doctorate,Female,General,Muslim,No,No,Yes,55.59,Medium,Yes,0
Scholarship Scheme 2591,Postgraduate,All,ST,Hindu,Yes,Yes,No,85.42,Medium,Yes,1
Scholarship Scheme 2592,Postgraduate,Female,ST,Hindu,No,Yes,Yes,99.54,High,Yes,1
Scholarship Scheme 2593,Doctorate,Male,ST,Muslim,No,Yes,No,86.76,Low,Yes,1
Scholarship Scheme 2594,High School,All,SC,Muslim,No,No,No,50.83,Low,Yes,1
Scholarship Scheme 2595,Undergraduate,Male,General,Muslim,Yes,No,Yes,74.76,Low,Yes,1
Scholarship Scheme 2596,High School,Female,SC,Muslim,No,Yes,No,80.67,Medium,Yes,1
Scholarship Scheme 2597,Doctorate,Female,OBC,Hindu,No,No,Yes,84.41,Medium,Yes,0
Scholarship Scheme 2598,Undergraduate,Male,General,Christian,No,No,Yes,85.91,Medium,Yes,0
Scholarship Scheme 2599,Doctorate,Female,ST,Sikh,Yes,No,Yes,77.85,High,Yes,0
Scholarship Scheme 2600,Doctorate,All,SC,Christian,No,Yes,Yes,61.15,High,Yes,0
Scholarship Scheme 2601,Postgraduate,Male,SC,Hindu,No,Yes,No,97.02,Medium,Yes,0
Scholarship Scheme 2602,Undergraduate,All,General,Muslim,Yes,Yes,No,84.76,High,Yes,1
Scholarship Scheme 2603,Postgraduate,Male,General,Sikh,No,No,Yes,61.82,High,Yes,0
Scholarship Scheme 2604,Undergraduate,Female,ST,Sikh,Yes,Yes,Yes,66.08,High,Yes,1
Scholarship Scheme 2605,Doctorate,Male,ST,Christian,No,Yes,No,96.0,Low,Yes,1
Scholarship Scheme 2606,Doctorate,Male,OBC,Hindu,Yes,Yes,No,94.29,High,Yes,0
Scholarship Scheme 2607,High School,All,ST,Hindu,Yes,No,Yes,70.22,Medium,Yes,0
Scholarship Scheme 2608,Undergraduate,Female,SC,Hindu,Yes,Yes,No,51.91,Low,Yes,0
Scholarship Scheme 2609,Postgraduate,All,OBC,Sikh,No,Yes,No,52.42,High,Yes,0
Scholarship Scheme 2610,High School,Female,OBC,Christian,No,No,No,64.17,Medium,Yes,0
Scholarship Scheme 2611,High School,All,OBC,Sikh,Yes,Yes,No,81.39,High,Yes,1
Scholarship Scheme 2612,High School,Male,General,Sikh,No,No,Yes,79.15,Medium,Yes,0
Scholarship Scheme 2613,Postgraduate,All,ST,Muslim,No,No,No,81.63,Medium,Yes,1
Scholarship Scheme 2614,High School,Female,OBC,Christian,Yes,Yes,Yes,85.79,High,Yes,1
Scholarship Scheme 2615,Postgraduate,Female,General,Muslim,Yes,Yes,Yes,50.95,High,Yes,0
Scholarship Scheme 2616,High School,Male,General,Hindu,Yes,Yes,Yes,55.24,Low,Yes,1
Scholarship Scheme 2617,Postgraduate,Female,OBC,Sikh,Yes,No,No,67.94,High,Yes,0
Scholarship Scheme 2618,Doctorate,All,OBC,Christian,No,Yes,No,57.73,Medium,Yes,1
Scholarship Scheme 2619,Doctorate,Male,SC,Hindu,No,Yes,Yes,53.76,Low,Yes,0
Scholarship Scheme 2620,Doctorate,Female,OBC,Christian,No,Yes,No,81.98,Medium,Yes,1
Scholarship Scheme 2621,Doctorate,Female,SC,Sikh,No,No,Yes,90.69,Medium,Yes,0
Scholarship Scheme 2622,Doctorate,All,OBC,Christian,No,No,Yes,87.56,High,Yes,1
Scholarship Scheme 2623,High School,All,OBC,Hindu,No,No,No,90.77,Medium,Yes,0
Scholarship Scheme 2624,High School,Male,ST,Muslim,Yes,Yes,No,83.23,High,Yes,0
Scholarship Scheme 2625,High School,Female,OBC,Sikh,No,Yes,No,86.69,Medium,Yes,0
Scholarship Scheme 2626,Postgraduate,All,OBC,Muslim,No,No,Yes,63.56,Low,Yes,1
Scholarship Scheme 2627,Postgraduate,Male,SC,Sikh,No,Yes,Yes,99.55,High,Yes,1
Scholarship Scheme 2628,Postgraduate,Female,SC,Hindu,Yes,Yes,No,59.14,Low,Yes,1
Scholarship Scheme 2629,Postgraduate,Female,ST,Sikh,Yes,No,Yes,60.7,High,Yes,1
Scholarship Scheme 2630,Doctorate,Male,OBC,Muslim,No,No,Yes,64.42,Low,Yes,0
Scholarship Scheme 2631,Doctorate,Male,OBC,Sikh,Yes,No,Yes,98.67,High,Yes,0
Scholarship Scheme 2632,Doctorate,All,SC,Hindu,Yes,Yes,No,99.32,Low,Yes,0
Scholarship Scheme 2633,Undergraduate,Female,General,Sikh,No,Yes,No,89.67,Low,Yes,1
Scholarship Scheme 2634,High School,Female,General,Muslim,No,Yes,No,81.39,High,Yes,1
Scholarship Scheme 2635,Postgraduate,Female,General,Hindu,No,No,Yes,75.95,High,Yes,0
Scholarship Scheme 2636,Postgraduate,Male,SC,Muslim,Yes,No,No,98.43,Medium,Yes,1
Scholarship Scheme 2637,Doctorate,All,SC,Sikh,Yes,Yes,Yes,84.71,Medium,Yes,1
Scholarship Scheme 2638,Postgraduate,Female,General,Christian,No,No,Yes,97.14,High,Yes,0
Scholarship Scheme 2639,Postgraduate,Male,General,Muslim,Yes,No,Yes,65.8,High,Yes,1
Scholarship Scheme 2640,High School,Female,OBC,Sikh,Yes,Yes,No,66.66,Low,Yes,0
Scholarship Scheme 2641,Doctorate,All,SC,Christian,Yes,No,Yes,92.65,Low,Yes,1
Scholarship Scheme 2642,High School,Female,SC,Christian,No,Yes,No,57.48,Medium,Yes,0
Scholarship Scheme 2643,Undergraduate,All,General,Hindu,No,No,Yes,97.2,Medium,Yes,0
Scholarship Scheme 2644,Undergraduate,All,General,Christian,No,Yes,No,75.32,Medium,Yes,0
Scholarship Scheme 2645,Undergraduate,Female,ST,Muslim,No,No,No,96.23,Low,Yes,0
Scholarship Scheme 2646,Doctorate,Female,SC,Muslim,No,Yes,No,66.81,Low,Yes,0
Scholarship Scheme 2647,Postgraduate,All,ST,Christian,Yes,No,No,85.73,Low,Yes,1
Scholarship Scheme 2648,Doctorate,Male,OBC,Sikh,Yes,No,No,74.1,Medium,Yes,0
Scholarship Scheme 2649,Doctorate,All,ST,Muslim,Yes,No,No,81.28,High,Yes,1
Scholarship Scheme 2650,Postgraduate,Female,General,Muslim,Yes,No,No,75.17,Medium,Yes,0
Scholarship Scheme 2651,High School,Female,SC,Hindu,Yes,No,No,98.26,Low,Yes,1
Scholarship Scheme 2652,Undergraduate,Male,SC,Sikh,Yes,Yes,Yes,84.54,Medium,Yes,0
Scholarship Scheme 2653,High School,All,ST,Christian,No,Yes,Yes,62.54,Medium,Yes,0
Scholarship Scheme 2654,Undergraduate,All,ST,Sikh,No,Yes,Yes,95.39,Medium,Yes,0
Scholarship Scheme 2655,Doctorate,All,OBC,Hindu,Yes,No,Yes,64.67,Medium,Yes,0
Scholarship Scheme 2656,Undergraduate,Female,OBC,Hindu,No,Yes,Yes,68.54,Low,Yes,0
Scholarship Scheme 2657,Doctorate,All,General,Sikh,Yes,No,No,55.1,Medium,Yes,1
Scholarship Scheme 2658,High School,Male,General,Hindu,Yes,No,No,94.91,Low,Yes,0
Scholarship Scheme 2659,Doctorate,Female,General,Hindu,No,Yes,No,64.28,Medium,Yes,0
Scholarship Scheme 2660,High School,Female,ST,Hindu,No,Yes,No,62.92,Low,Yes,1
Scholarship Scheme 2661,Postgraduate,All,ST,Sikh,Yes,No,No,95.92,High,Yes,0
Scholarship Scheme 2662,Postgraduate,Male,SC,Hindu,No,No,Yes,90.2,Low,Yes,1
Scholarship Scheme 2663,Postgraduate,Female,General,Christian,Yes,Yes,Yes,57.04,Low,Yes,1
Scholarship Scheme 2664,Doctorate,Female,ST,Christian,Yes,Yes,No,88.39,High,Yes,1
Scholarship Scheme 2665,Postgraduate,All,SC,Muslim,Yes,No,Yes,95.56,High,Yes,0
Scholarship Scheme 2666,Undergraduate,All,General,Christian,Yes,No,Yes,53.92,High,Yes,0
Scholarship Scheme 2667,High School,Male,OBC,Muslim,Yes,Yes,No,91.18,High,Yes,0
Scholarship Scheme 2668,High School,All,OBC,Sikh,No,No,No,77.32,High,Yes,0
Scholarship Scheme 2669,Undergraduate,Male,ST,Hindu,Yes,No,Yes,83.39,High,Yes,0
Scholarship Scheme 2670,Doctorate,Female,SC,Christian,No,Yes,Yes,74.59,Medium,Yes,1
Scholarship Scheme 2671,Doctorate,Male,OBC,Muslim,Yes,Yes,No,84.82,Medium,Yes,0
Scholarship Scheme 2672,High School,Male,SC,Sikh,No,No,Yes,51.7,High,Yes,0
Scholarship Scheme 2673,Postgraduate,Male,SC,Muslim,Yes,No,No,88.06,Low,Yes,0
Scholarship Scheme 2674,Doctorate,Female,OBC,Hindu,No,Yes,Yes,51.66,Low,Yes,0
Scholarship Scheme 2675,Doctorate,All,SC,Christian,Yes,No,Yes,72.72,High,Yes,0
Scholarship Scheme 2676,Undergraduate,Female,OBC,Sikh,Yes,Yes,No,57.53,Medium,Yes,1
Scholarship Scheme 2677,Undergraduate,All,ST,Muslim,No,No,Yes,91.1,Medium,Yes,0
Scholarship Scheme 2678,Postgraduate,Male,General,Sikh,No,Yes,No,65.65,Low,Yes,1
Scholarship Scheme 2679,Doctorate,Male,General,Muslim,No,No,Yes,72.66,High,Yes,1
Scholarship Scheme 2680,Doctorate,Male,ST,Muslim,No,No,Yes,71.39,Medium,Yes,1
Scholarship Scheme 2681,Undergraduate,Male,OBC,Hindu,No,No,No,88.55,High,Yes,0
Scholarship Scheme 2682,Doctorate,Male,OBC,Hindu,No,Yes,Yes,74.01,High,Yes,0
Scholarship Scheme 2683,High School,All,OBC,Muslim,Yes,Yes,No,89.37,Low,Yes,0
Scholarship Scheme 2684,Undergraduate,All,OBC,Christian,Yes,Yes,No,53.67,High,Yes,1
Scholarship Scheme 2685,Postgraduate,Male,ST,Sikh,Yes,No,Yes,59.56,High,Yes,1
Scholarship Scheme 2686,Undergraduate,Female,General,Sikh,No,No,No,77.52,Low,Yes,1
Scholarship Scheme 2687,Doctorate,Female,SC,Hindu,No,Yes,No,97.26,Medium,Yes,0
Scholarship Scheme 2688,Postgraduate,Male,SC,Christian,No,Yes,No,53.73,High,Yes,0
Scholarship Scheme 2689,Undergraduate,All,General,Muslim,Yes,No,Yes,52.15,Low,Yes,0
Scholarship Scheme 2690,High School,Female,ST,Hindu,No,No,No,57.81,Medium,Yes,0
Scholarship Scheme 2691,High School,Female,SC,Muslim,Yes,No,No,81.99,High,Yes,0
Scholarship Scheme 2692,Undergraduate,Female,General,Muslim,No,No,Yes,69.91,Medium,Yes,0
Scholarship Scheme 2693,High School,Male,ST,Hindu,No,Yes,No,91.2,Low,Yes,1
Scholarship Scheme 2694,High School,Female,SC,Christian,No,Yes,No,53.59,High,Yes,1
Scholarship Scheme 2695,High School,Female,OBC,Sikh,Yes,No,No,59.8,Low,Yes,1
Scholarship Scheme 2696,Postgraduate,Female,OBC,Hindu,No,No,Yes,64.97,Low,Yes,1
Scholarship Scheme 2697,High School,Female,ST,Christian,Yes,No,Yes,81.27,High,Yes,1
Scholarship Scheme 2698,High School,All,OBC,Muslim,No,Yes,Yes,84.19,Low,Yes,0
Scholarship Scheme 2699,High School,Male,ST,Hindu,No,Yes,Yes,56.2,Medium,Yes,0
Scholarship Scheme 2700,Postgraduate,Male,General,Sikh,No,No,Yes,97.1,Low,Yes,1
Scholarship Scheme 2701,Undergraduate,All,General,Sikh,No,No,Yes,67.02,High,Yes,0
